deal,description,episode,category,count_entrepreneurs,entrepreneurs1,entrepreneurs2,entrepreneurs3,location,state,website,has_website,askedFor,exchangeForStake,valuation,season,shark1,shark2,shark3,shark4,shark5,title,len_title,episode-season,Multiple Entreprenuers,Back_Sharks,Deal_Shark1,Deal_Shark2,Deal_Shark3,Deal_Shark4,Deal_Shark5
TRUE,"RuffleButts and RuggedButts are collections of adorably styled and super soft children's apparel and accessories. This husband and wife founding team were inspired by their own parenthood and their desire for affordable, stylish and well made clothing and accessories for toddlers.",5,Baby and Children's Apparel and Accessories,1,Amber,,,"Grapevine, TX",TX,http://www.rufflebutts.com,1,600000,7,8571429,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,RuffleButts and RuggedButts,27,5-May,FALSE,1,LG,,,,
TRUE,"Garden Pops, the Veggie Mama flagship product, are all natural, frozen vegetable and fruit treats.",5,Baby and Children's Food,1,Theresa,,,"Upland, CA",CA,http://www.veggiemama.com,1,75000,15,500000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Veggie Mama Garden Pops,23,5-May,FALSE,2,BC,MC,,,
FALSE,"Rent-A-Goat helps businesses and homeowners landscape their properties in a safe and eco-friendly way, at a competitive price, by clearing their land with goats.",5,Professional Services,2,Mike,Jan,,"San Francisco, CA",CA,http://rentagoat.com,1,150000,25,600000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Rent A Goat,11,5-May,TRUE,0,,,,,
FALSE,"The BareEASE Prep Kit takes the pain out of hair removal in the bikini line area. Designed by Dr. Edna Ma, this kit includes a 4% lidocaine-based numbing lotion and a latex-panty that prevents the lotion from rubbing off, maximizing absorption and its numbing effect. In just 15-20 minutes, the lotion does its work and you can experience the most comfortable bikini line hair removal that there can be.",5,Personal Care and Cosmetics,1,Edna,,,"Beverly Hills, CA",CA,http://www.bareease.com,1,50000,20,250000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Bare Ease,9,5-May,FALSE,0,,,,,
TRUE,"Be a superhero around the house with FiberFix. This super-adhesive tape is doctored with a water-activated resin that once cured, makes the bond 100 times stronger than duct tape. Fix leaky pipes, broken tool handles, and any number of other broken household items and make them sturdy as new. FiberFix saves you the expense of replacing these items and your valuable time.",6,Home Improvement,1,,,,"Pleasant Grove, UT",UT,http://www.fiberfix.com,1,90000,10,900000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,FiberFix,8,6-May,FALSE,1,LG,,,,
TRUE,"Ten Thirty One Productions is an entertainment company that creates, owns, and produces live attractions in the horror genre.",6,Entertainment,1,Melissa,,,"Sherman Oaks, CA",CA,http://tenthirtyoneproductions.com,1,2000000,10,20000000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Ten Thirty One Productions,26,6-May,FALSE,1,MC,,,,
TRUE,Alternative financing solutions for small businesses.,6,Professional Services,1,,,,"Piscataway, NJ",NJ,http://www.totalmerchantresources.com,1,200000,20,1000000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Total Merchant Resources,24,6-May,FALSE,1,KOL,,,,
FALSE,"Elephant Chat encourages couples to address the ""elephant in the room"". This plush toy elephant helps couples start conversations about divisive issues that they might otherwise struggle to bring up. How do you use Elephant Chat? Just place the toy elephant someplace visible in your home whenever there's something you and your partner need to discuss. Every couple is different, and while Elephant Chat might not be right for everyone, the married duo behind this product have brought it to market because of the positive results that they themselves have experienced in their communications.",6,Novelties,1,,,,"McKinney, TX",TX,http://www.elephantchat.com,1,50000,20,250000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Elephant Chat,13,6-May,FALSE,0,,,,,
FALSE,"An all-electric, jet-propelled body board.",7,Outdoor Recreation,1,,,,"Los Angeles, CA",CA,http://www.kymerabodyboard.com,1,250000,20,1250000,5,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,John Paul DeJoria,Kymera Body Board,17,7-May,FALSE,0,,,,,
TRUE,"Better Life produces all-natural cleaning products, including all-purpose cleaners, specialty surface cleaners, soaps and lotions. The company's mission is to make the safest and most effective home cleaning products on the market. Better Life cleaning products are cruelty-free and made in the USA.",7,Storage and Cleaning Products,2,Tim,Kevin,,"St. Louis, MO",MO,http://www.cleanhappens.com,1,400000,7,5714286,5,Lori Greiner,Kevin O'Leary,Daymond John,Mark Cuban,John Paul DeJoria,Better Life,11,7-May,TRUE,1,LG,,,,
FALSE,Bread pudding reimagined in 108 flavors.,8,Specialty Food,1,Sarah,,,"San Francisco, CA",CA,http://schulziesbreadpudding.com,1,160000,20,800000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Schulzies Bread Pudding,23,8-May,FALSE,0,,,,,
FALSE,"Bellybuds is a sound system for your baby, in utero! Babies begin to develop hearing and memories well before birth, but most sounds are muffled, with the exception of the mother's voice. Bellybuds changes that by providing a means for audio stimulation to reach them through the womb. The specially-designed speakers adhere to the belly and safely play music, messages from family, or other soothing sounds of your choosing.",8,Maternity,1,,,,"Los Angeles, CA",CA,http://www.bellybuds.com,1,500000,13,4000000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Bellybuds,9,8-May,FALSE,0,,,,,
TRUE,"Paparazzi Proposals helps plan and execute memorable marriage proposals and capture the memories for posterity. Whether it's something simple and intimate or a big production, Paparazzi Proposals can help make it happen and ensure you have pictures and video to remember the moment.",8,Weddings,1,,,,"New York, NY",NY,http://www.paparazzi-proposals.com,1,250000,20,1250000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Paparazzi Proposals,19,8-May,FALSE,1,Others,,,,
FALSE,"Doorbot (now Ring), is a Wi-Fi enabled video doorbell that allows the owner to communicate with visitors and grant access remotely using their smartphone or tablet.",9,Home Security Solutions,1,,,,"Santa Monica, CA",CA,http://www.getdoorbot.com,1,700000,10,7000000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,DoorBot,7,9-May,FALSE,0,,,,,
FALSE,"It's slaw, it's salsa--no! It's Slawsa! Meet this bold new condiment category that blends the best elements of slaw and salsa to produce a healthy and flavorful snack topping. Use it in place of relish on burgers and hot dogs, slather it on sandwiches, or dip your tortilla chips in it, there are limitless ways to enjoy the deliciousness. Slawsa comes in a variety of flavors with a salsa base, but they all have the cabbage backbone that underlies any slaw worth its name.",9,Specialty Food,1,,,,"Cramerton, NC",NC,http://www.slawsa.com,1,150000,15,1000000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Slawsa,6,9-May,FALSE,0,,,,,
FALSE,"Surprise Ride is a one-of-a-kind subscription service for activities. Each month, Surprise Ride delivers a box full of supplies, lessons and instructions for activities following a theme. From penguins to volcanoes, ancient Egypt, gardening, and space, Surprise Ride is full of ways to nurture and encourage creativity and learning in a playful spirit.",9,Toys and Games,1,,,,"Washington, DC",DC,http://www.surpriseride.com,1,110000,10,1100000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Surprise Ride,13,9-May,FALSE,0,,,,,
FALSE,"Order unique chocolate bars online, customized down to the very last detail. The Chocomize business is to deliver on-demand custom chocolates direct to the consumer. You can select the type of base chocolate and choose from a wide variety of toppings with up to 300 million possible combinations.  Chocomize also caters to corporate customers looking for unique promotional gifts, as Chocomize's chocolate bars and packaging can also be customized to include their company logo.",10,Specialty Food,1,,,,"Long Island City, NY",NY,http://www.chocomize.com,1,500000,20,2500000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Chocomize,9,10-May,FALSE,0,,,,,
TRUE,"Yubo is a better and brighter lunchbox that kids and their parents can appreciate. Children love the interchangeable inserts that go into the front panel, which allows them to change the look of the lunchbox when they please. Parents love that they don't have to buy another lunchbox again! Designed for maximum style and cleanliness, Yubo is also easy to wipe down or even toss in the dishwasher.",10,Toys and Games,3,Cyndi,Paul,Dan,"San Ramon, CA",CA,http://www.getyubo.com,1,150000,15,1000000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Yubo,4,10-May,TRUE,2,KOL,RH,,,
TRUE,"Pursecase is an ultra-minimalist purse, built to have room for just your phone and precious few other essentials, such as a bit of cash, your ID and a credit card or two. Not to skimp on style, Pursecase has an attractive chain handle to complete the purse-like look and feel.",10,Women's Accessories,2,Kelley,Jenn,,"Los Angeles, CA",CA,http://pursecase.com,1,55000,12,458333,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,PurseCase,9,10-May,TRUE,1,LG,,,,
FALSE,Virtuix Omni is a virtual reality platform based on an omni-directional treadmill that allows the user to move in any direction within their video game. The ability to move naturally within their virtual worlds gives gamers the most thoroughly immersive experience available today.,11,Electronics,1,,,,"Houston, TX",TX,http://www.virtuix.com,1,2000000,10,20000000,5,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Virtuix Omni,12,11-May,FALSE,0,,,,,
FALSE,"A line of cool accessories that can easily attach to any kind of safety helmet, transforming it from a chore into a fashion statement.",11,Baby and Child Care,1,,,,"New York, NY",NY,,0,150000,30,500000,5,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Fohawx,6,11-May,FALSE,0,,,,,
FALSE,"SpiritHoods are unique accessories that work as a combination of hat, gloves, and scarf. Make in California out of premium faux fur, each SpiritHood is modeled after a specific animal, and 10% of net profits are donated towards the conservation of endangered species.",11,Fashion Accessories,1,,,,"Los Angeles, CA",CA,https://www.spirithoods.com,1,450000,15,3000000,5,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,SpiritHoods,11,11-May,FALSE,0,,,,,
FALSE,"Cashmere Hair produces premium-quality hair extensions with a unique clip-in system that makes them easier and safer to apply and remove than any other. Based in Beverly Hills,  Cashmere Hair's extensions are made of 100% human hair and available in a range of colors to suit any woman in need. Cashmere Hair extensions can also be cut and textured to customize the look and blend in expertly with any woman's natural hair.",12,Personal Care and Cosmetics,2,Rachel,Melissa,,"Beverly Hills, CA",CA,http://cashmerehairextensions.com,1,45000,15,300000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Cashmere Hair,13,12-May,TRUE,0,,,,,
FALSE,Christmas lights strands magnetized at each bulb for easy setup.,12,Holiday Cheer,1,,,,"Lubbock, TX",TX,http://litenetics.com,1,125000,20,625000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Lite-Netics,11,12-May,FALSE,0,,,,,
TRUE,"Tipsy Elves is a witty brand of clothing that produces items with humorous and irreverent designs. The company started out focused on producing their own modern twist on the ugly sweater. Since receiving their Shark Tank investment from Robert, the Tipsy Elves has expanded outside of holiday-themed clothing but they remain committed to producing high-quality, apparel for men and women, always with a tongue-in-cheek tone. Great for all kinds of gatherings, from ugly sweater parties, to spirit week, to 4th of July cookouts, to St. Patrick's Day pub crawls, and more. Tipsy Elves also produces collegiate clothing, and has partnered with a number of colleges and universities to produce branded sweaters in their school colors.",12,Holiday Cheer,1,,,,"San Diego, CA",CA,http://www.tipsyelves.com,1,100000,5,2000000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Tipsy Elves,11,12-May,FALSE,1,RH,,,,
FALSE,Eyebloc is an adhesive-free cover for built-in laptop cameras.,13,Novelties,1,,,,"Washington, DC",DC,http://eyebloc.com,1,50000,10,500000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Eyebloc,7,13-May,FALSE,0,,,,,
FALSE,"Bounce Boot Camp uses inflatable bounce houses as fitness equipment. NFL player Thomas Hill runs Bounce Boot Camp, bringing his athletic expertise and passion for fitness to help people get fit in an original and fun way.",13,Baby and Children's Entertainment,1,Thomas,,,"Scottsdale, AZ",AZ,http://www.bouncebootcamp.com,1,30000,20,150000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Bounce Boot Camp,16,13-May,FALSE,0,,,,,
TRUE,An online service from which you can inexpensively order prints of your photos straight from your phone.,13,Consumer Services,1,,,,"Los Angeles, CA",CA,http://groovebook.com,1,150000,20,750000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Groovebook,10,13-May,FALSE,2,KOL,MC,,,
FALSE,"Harvested from the nutrient-rich shores of the Arctic wilderness, Alaska Glacial Mud products offer moisturizing, anti-aging, and protective properties for your skin. Run by an energetic and self-reliant commercial fisherman by the name of Lauren Padawer, Alaska Glacial Mud is a premium line of all-natural personal care products enriched with organic and wild botanical extracts from the Copper River, and embodies the natural beauty and spirit of the Pacific Northwest.",14,Personal Care and Cosmetics,1,Lauren,,,"Cordova, AK",AK,http://www.alaskaglacialmud.com,1,100000,20,500000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Alaska Glacial Mud Co.,22,14-May,FALSE,0,,,,,
TRUE,"invisiPlug makes powerstrips that seamlessly blend into your hardwood floors. How do they pass unnoticed when most power strips are eyesores? Simple, invisiPlug is the chameleon among power strips. They are literally made in wood-colored finishes such as Medium Cherry and Dark Oak, so they match the color and textures of your actual floor.",14,Home Accessories,2,Mike,Bryan,,"Los Angeles, CA",CA,http://www.invisiplug.com,1,125000,10,1250000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Invisiplug,10,14-May,TRUE,1,LG,,,,
FALSE,A company that books balloon artists to entertain children at dining establishments.,14,Baby and Children's Entertainment,1,,,,"Lutz, FL",FL,http://www.balloondistractions.com,1,250000,30,833333,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Balloon Distractions,20,14-May,FALSE,0,,,,,
TRUE,Quality baby moccassins.,15,Baby and Children's Apparel and Accessories,1,Susan,,,"Provo, UT",UT,http://freshlypicked.com,1,150000,10,1500000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Freshly Picked,14,15-May,FALSE,1,DJ,,,,
FALSE,"FitDeck creates new workout routines on the go. Choose between a deck of cards or an iPhone app and off you go! Each time you shuffle the cards or run the app, FitDeck devises a new combination of 40 different exercises, accompanied by illustrated instructions to perform them effectively and safely. Portable and fun, FitDeck keeps your workout routine fresh and varied.",15,Fitness Programs,1,Phil,,,"San Diego, CA",CA,https://fitdeck.com,1,300000,20,1500000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,FitDeck,7,15-May,FALSE,0,,,,,
TRUE,"SwimZip is sun protection that's easy to put on, and that goes a long way when you're dealing with toddlers! With its signature zipper down the front, SwimZip goes on in a zippy jiffy to provide ample sun protection for babies, toddlers, and fast-growing big kids. This sun-protective clothing is also designed to be stylish yet affordable, making it a no-brainer to stay sun-safe.",15,Baby and Child Care,1,Betsy,,,"Kansas City, KS",KS,http://www.swimzip.com,1,60000,5,1200000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,SwimZip,7,15-May,FALSE,1,LG,,,,
TRUE,"The Cycloramic app cleverly makes use of your iPhone's vibrating motor to make 360-degree panoramic images, no need for a tripod, swivel or any other accessories required. Available on the iTunes App Store, the Cycloramic app is programmed to make the phone spin and take pictures on its own account. As a user, just stand your iPhone on a flat surface and press GO. The iPhone will take multiple pictures while rotating and later stitch them together into a striking panorama and opening the image in an immersive 3D viewer.",16,Mobile Apps,1,,,,"Atlanta, GA",GA,http://cycloramic.com,1,90000,5,1800000,5,Lori Greiner,Steve Tisch,Kevin O'Leary,Daymond John,Mark Cuban,Cycloramic,10,16-May,FALSE,2,LG,MC,,,
TRUE,Gourmet cookie dough made to be eaten and enjoyed without baking.,16,Specialty Food,1,,,,"Normal, IL",IL,http://www.thecookiedoughcafe.com,1,50000,20,250000,5,Lori Greiner,Steve Tisch,Kevin O'Leary,Daymond John,Mark Cuban,The Cookie Dough Cafe,21,16-May,FALSE,1,LG,,,,
FALSE,"Nexersys is at the intersection of gaming and exercising, what they call the growing exer-gaming market. Nexersys provides unique fitness equipment for home gyms, commercial gyms, and arcades. Their machines feature a large screen display and a number of padded targets that users interact with. From the display, Nexersys delivers fitness routines and a virtual trainer to take the user through high-intensity intervals.",16,Fitness Equipment,1,Terry,,,"Austin, TX",TX,http://nexersys.com,1,2000000,10,20000000,5,Lori Greiner,Steve Tisch,Kevin O'Leary,Daymond John,Mark Cuban,Nexersys,8,16-May,FALSE,0,,,,,
FALSE,"Diamond Dallas Page puts the DDP in DDP Yoga. This three-time World Championship Wrestling Heavyweight Champion designed DDP Yoga to aid in his recovery from a severe back injury. This program combines the best elements of traditional fitness training, sports therapy, yoga  flows, and dynamic resistance to create a workout that is highly effective while having minimal impact on joints and ligaments.",17,Fitness Programs,1,Diamond,,,"Atlanta, GA",GA,http://ddpyoga.com,1,200000,5,4000000,5,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,DDP Yoga,8,17-May,FALSE,0,,,,,
TRUE,"Southern Culture Foods makes flavored pancake and waffle mixes and other breakfast products. As a company, Souther Culture Foods wants to change how people think about breakfast, and stands for natural breakfast lifestyle products, including a seasoning blend for bacon called Bacon Rub.",17,Specialty Food,1,Erica,,,"Atlanta, GA",GA,http://southernculturefoods.com,1,100000,25,400000,5,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Southern Culture Artisan Foods,30,17-May,FALSE,1,BC,,,,
TRUE,A safety and survival course developed by former CIA officer.,17,Professional Services,1,Jason,,,"Cedar City, UT",UT,http://spyescapeandevasion.com,1,100000,15,666667,5,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Spy Escape and Evasion,22,17-May,FALSE,1,DJ,,,,
FALSE,"Moberi isn't just a smoothie, it's a lifestyle, and it's about being healthy, having fun, and of course, making delicious drinks. Based in Portland, these food carts are bicycle-powered smoothie-making stations. Customers are encouraged to hop on the bike to power the mixer that blends their smoothies, or they can stand back and let the staff do the pedaling.",17,Specialty Food,1,,,,"Portland, OR",OR,http://moberismoothies.com,1,50000,15,333333,5,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Moberi,6,17-May,FALSE,0,,,,,
FALSE,"Buzzy helps administer shots comfortably to kids and anyone who's made uncomfortable by the prospect of getting pricked. Created by a pediatrician, Buzzy blocks pain with high frequency vibration and built-in ice packs, making those necessary but unpleasant shots less stressful than ever.",18,Baby and Child Care,1,Amy,,,"Atlanta, GA",GA,http://buzzy4shots.com,1,500000,5,10000000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Buzzy4Shots,11,18-May,FALSE,0,,,,,
TRUE,"Bambooee is a strong, absorbent, and reusable alternative to paper towels. Made from bamboo, Bambooee sheets have the appearance of regular paper towels, but they're reusable and even machine-washable. Each roll of Bambooee sheets comes with 20 sheets, which replaces up to 60 paper towel rolls. These reusable cloths don't just save you money, they reduce waste. Every roll of Bambooee is made from sustainably-sourced organic bamboo.",18,Storage and Cleaning Products,1,,,,"Los Angeles, CA",CA,http://www.bambooee.com,1,200000,10,2000000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Bambooee,8,18-May,FALSE,1,LG,,,,
FALSE,"Ever wanted to put a bell your baby so you can hear where they're getting into at all times? Squeeky Knees has made something even better: stylish baby clothes with knee pads that make a fun squeaky sound as the kids crawl. The knee pads provide protection and amusing sounds that babies love, and that parents can use to help them supervise.",19,Baby and Children's Apparel and Accessories,1,,,,"Los Angeles, CA",CA,http://www.squeekyknees.com,1,80000,20,400000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Squeeky Knees,13,19-May,FALSE,0,,,,,
TRUE,RevoLights provides the ultimate bicycle lighting system for safety and visibility. These programmed light rings attach to your wheels. RevoLights illuminate the path ahead for the rider and function as brake lights like no other system.,19,Cycling,1,Kent,,,"Emeryville, CA",CA,http://revolights.com,1,150000,10,1500000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Revolights,10,19-May,FALSE,1,RH,,,,
TRUE,"U-Lace makes elastic shoelace inserts that you can customize according to different colors and patterns. U-Lace transforms any pair of sneakers into slip-on shoes, reinventing the whole look in the process.",19,Baby and Children's Apparel and Accessories,1,,,,"Rochester, NY",NY,http://www.u-lace.com,1,200000,25,800000,5,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,U-Lace,6,19-May,FALSE,1,MC,,,,
TRUE,"As an 10-year-old, Henry learned about Colony Collapse Disorder from a local beekeper in Western Washington. For his 11th birthday, he asked for (and received) a beehive. The rest is history. Henry has created a line of all-natural spiced honey, harvested from his very own apiary. You can get Henry's Humdingers in any of four flavors: Grumpy Grandpa (red pepper and garlic), Naughty Nana (spicy ginger), Phoebe's Fireball (chipotle and cinnamon), and Diabolical Dad (habanero and lime). A portion of the profits goes the Foundation for the Preservation of Honey Bees. Not sure what you would even do with spicy honey? Visit Henry's website for recipes!",20,Specialty Food,1,,,,"Burlington, WA",WA,http://www.henryshumdingers.com,1,150000,25,600000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Henry's Humdingers,18,20-May,FALSE,2,MC,RH,,,
FALSE,"With the Define Bottle, you can make your own fruit-infused water to take on-the-go. The striking and eco-friendly design makes a fashion statement while allowing for any desired combination of fresh fruit, teas and herbal infusions. A great way to sidestep tempting sugary drinks like sodas, the Define Bottle is available in several sizes ranging from the ultra-portable 7-oz model to the full-sized 17 oz. bottle.",20,Water Bottles,1,Carter,,,"Virginia Beach, VA",VA,http://www.definebottle.com,1,100000,20,500000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Define Bottle,13,20-May,FALSE,0,,,,,
TRUE,"As smartphones, tablets and other devices continue to multiply through our lives, electronics are fast becoming a significant portion of our waste products, one which most consumers are still learning how to manage responsibly. iReTron was created to help reduce electroncis waste by providing a convenient avenue for reuse. This service will help consumers sell, upgrade or recycle their latest iPhone, iPad or other device in a fast and easy way.",20,Consumer Services,1,,,,"Los Gatos, CA",CA,https://www.iretron.com,1,100000,20,500000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,iReTron,7,20-May,FALSE,2,BC,MC,,,
TRUE,"A new skin protectant that paints on a bandage, available in a range of skin tones and fun colors for kids. Boo Boo Goo protects skin from irritation and is environmentally-friendly.",20,Baby and Child Care,1,,,,"Los Angeles, CA",CA,http://booboogoo.com,1,100000,18,571429,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Boo Boo Goo,11,20-May,FALSE,1,KOL,,,,
TRUE,"Garage doors are an overlooked security vulnerability in many homes, and Elocksys has created its patented Garage Door lock to help remediate that. The Garage Door Lock is a patented deadbolt locking system that uses rolling code technology. It responds only to your Elocksys-made remotes and no other store-bought alternatives.",21,Home Security Solutions,1,,,,"Encinitas, CA",CA,http://elocksys.com,1,275000,30,916667,5,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Garage Door Lock,16,21-May,FALSE,1,DJ,,,,
FALSE,"Morninghead is like a shower cap, but it keeps water IN instead of OUT. And the time you would want to do that is in the morning, when you wake up with bed head that crimps your style. Morninghead looks like a shower cap, but has an absorbent material on the inside that holds a solid helping of water without dripping. Fill with water and put it on your head to get your hair thoroughly wet without dripping or making a mess.",21,Personal Care and Cosmetics,1,Max,,,"Boston, MA",MA,http://www.morninghead.com,1,25000,20,125000,5,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Morninghead,11,21-May,FALSE,0,,,,,
TRUE,"Chapul manufactures a high-protein flour from crickets. That's right, the same crickets you might feed your pet lizard are also a rich and cost-effective source of protein that is largely overlooked and undervalued by Americans but popular in many Eastern cultures. Chapul's unique cricket flour nutrition bars offer a gentle and appetizing introduction of insects into the Western diet.",21,Specialty Food,1,Pat,,,"Salt Lake City, UT",UT,http://chapul.com,1,50000,5,1000000,5,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Chapul,6,21-May,FALSE,1,MC,,,,
TRUE,"The Monkey Mat is a versatile and durable play cover, great taking to picnics, out to the beach, to concerts, and anywhere else your kids might want to monkey around. Monkey Mat is machine-washable and made from a water-repellent material and comes with weighted corners as well as loops for staking it to the ground.",22,Baby and Child Care,1,,,,"Austin, TX",TX,http://monkeymat.com,1,100000,30,333333,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Monkey Mat,10,22-May,FALSE,2,LG,MC,,,
TRUE,"The Paint Brush Cover stores paint-covered brushes during breaks (hours, days, even weeks) without drying it out. It also protects the brush from damage when not in use, making the job of painting easier and more convenient. Since their pitch on Shark Tank, this team of brothers has also introduced a Paint Roller Cover to do the same for that other important painting tool!",22,Home Improvement,1,,,,"Jackson, NJ",NJ,http://www.thepaintbrushcover.com,1,50000,10,500000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,The Paint Brush Cover,21,22-May,FALSE,1,LG,,,,
TRUE,"Plated makes home cooking easier, more fun, and more varied. This subscription service delivers all the ingredients you need to make a full meal, perfectly portioned out and with a detailed chef-designed recipe. You receive a weekly box with the ingredients and step-by-step instructions for the meals of your choice for the week. The recipes and ingredients change with the seasons to keep things fresh and interesting. Plated offers a great alternative to the old-fashioned and time-consuming chore of going to the grocery store to buy ingredients, often in odd quantities that create waste. With Plated you can enjoy the fun part of making and sharing a meal at home.",22,Specialty Food,1,,,,"New York, NY",NY,https://www.plated.com,1,500000,4,12500000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Plated,6,22-May,FALSE,1,MC,,,,
FALSE,"Based on an old family recipe, Kodiak Cakes makes flapjack and waffle mixes that will knock your socks off. These mixes use 100% whole grain and all-natural ingredients to make light and fluffy pancakes and delectable waffles, just by adding water!",22,Specialty Food,1,Joel,,,"Park City, UT",UT,http://www.kodiakcakes.com,1,500000,10,5000000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Kodiak Cakes,12,22-May,FALSE,0,,,,,
FALSE,"Lord Nut Levington has a mission: to free your taste buds from bland snack foods. These peanuts are highly seasoned, with bold flavors such as Hot Buffalo Sauce, Spicy Bloody Mary, and Zesty Chili Lime. Sold across the nation and online, Lord Nut Levington rallies these peanuts around the hashtag #fightbland.",23,Specialty Food,1,,,,"Dallas, TX",TX,http://www.whoislordnut.com or http://www.lordnut.com,1,500000,30,1666667,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Lord Nut Levington,18,23-May,FALSE,0,,,,,
TRUE,"Happy Feet are the plushest, softest slippers that money can buy. These slippers don't apologize for being comfy, they flaunt it. Founded in 1995, the company started out with just a few styles but over the years have expanded to include hundreds of designs, including many in association with branding partners.",23,Novelties,1,Pat,,,"Louisville, KY",KY,http://www.buyhappyfeet.com,1,375000,15,2500000,5,Lori Greiner,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Mark Cuban,Happy Feet,10,23-May,FALSE,1,RH,,,,
